"conflict_id","dyad_id","location_inc","side_a","side_a_id","side_a_2nd","side_b","side_b_id","side_b_2nd","incompatibility","territory_name","year","bd_best","bd_low","bd_high","type_of_conflict","battle_location","gwno_a","gwno_a_2nd","gwno_b","gwno_b_2nd","gwno_loc","gwno_battle","region","version","u_ucdp_conflict_year_conflict_id","u_ucdp_conflict_year_year"
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2013,165,165,170,3,"Philippines","840","","","","840","840","3","23,1",209,2013
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2014,190,187,199,3,"Philippines","840","","","","840","840","3","23,1",209,2014
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2015,168,168,173,3,"Philippines","840","","","","840","840","3","23,1",209,2015
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2016,92,92,101,3,"Philippines","840","","","","840","840","3","23,1",209,2016
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2017,174,174,214,3,"Philippines","840","","","","840","840","3","23,1",209,2017
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2018,144,103,149,3,"Philippines","840","","","","840","840","3","23,1",209,2018
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2019,138,136,177,3,"Philippines","840","","","","840","840","3","23,1",209,2019
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2020,165,165,166,3,"Philippines","840","","","","840","840","3","23,1",209,2020
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2021,195,195,195,3,"Philippines","840","","","","840","840","3","23,1",209,2021
209,"411","Philippines","Government of Philippines","154","","CPP","169","",2,"",2022,152,152,152,3,"Philippines","840","","","","840","840","3","23,1",209,2022
11475,"11018","Myanmar (Burma)","Government of Myanmar (Burma)","144","","NSCN-K","224","",1,"Nagaland",1991,150,150,150,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",11475,1991
11475,"11018","Myanmar (Burma)","Government of Myanmar (Burma)","144","","NSCN-K","224","",1,"Nagaland",1995,33,33,33,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",11475,1995
11475,"11018","Myanmar (Burma)","Government of Myanmar (Burma)","144","","NSCN-K","224","",1,"Nagaland",2000,43,43,43,3,"Myanmar (Burma), India","775","","","","775","775, 750","3","23,1",11475,2000
11475,"11018","Myanmar (Burma)","Government of Myanmar (Burma)","144","","NSCN-K","224","",1,"Nagaland",2001,62,62,62,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",11475,2001
11475,"11018","Myanmar (Burma)","Government of Myanmar (Burma)","144","","NSCN-K","224","",1,"Nagaland",2005,38,23,38,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",11475,2005
11475,"11018","Myanmar (Burma)","Government of Myanmar (Burma)","144","","NSCN-K","224","",1,"Nagaland",2006,92,92,97,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",11475,2006
11475,"11018","Myanmar (Burma)","Government of Myanmar (Burma)","144","","NSCN-K","224","",1,"Nagaland",2007,215,215,215,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",11475,2007
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1989,25,25,25,2,"India","750","","770","","770, 750","750","3","23,1",218,1989
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1990,28,26,28,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,1990
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1991,99,99,195,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,1991
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1992,25,25,33,2,"India","750","","770","","770, 750","750","3","23,1",218,1992
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1994,42,42,42,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,1994
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1996,35,35,35,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,1996
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1997,127,127,133,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,1997
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1998,147,147,163,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,1998
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",1999,934,914,1508,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,1999
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2000,222,221,259,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2000
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2001,48,48,86,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2001
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2002,212,212,233,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2002
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2003,237,237,276,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2003
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2013,31,31,33,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2013
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2014,49,46,68,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2014
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2015,63,62,64,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2015
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2016,100,100,112,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2016
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2017,151,151,153,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2017
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2018,129,126,164,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2018
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2019,164,164,175,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2019
218,"422","Pakistan, India","Government of India","141","","Government of Pakistan","142","",1,"Kashmir",2020,162,162,168,2,"Pakistan, India","750","","770","","770, 750","770, 750","3","23,1",218,2020
220,"426","Paraguay","Government of Paraguay","24","","Military faction (forces of Andres Rodriguez)","724","",2,"",1989,150,17,300,3,"Paraguay","150","","","","150","150","5","23,1",220,1989
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",1989,1000,809,1355,3,"Thailand, Myanmar (Burma)","775","","","","775","775, 800","3","23,1",221,1989
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",1990,393,393,428,3,"Thailand, Myanmar (Burma)","775","","","","775","775, 800","3","23,1",221,1990
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",1991,552,497,672,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,1991
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",1992,1163,1130,1275,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,1992
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",1994,25,15,25,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,1994
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",1995,110,60,110,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,1995
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",1997,41,41,41,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,1997
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",1998,36,36,36,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,1998
221,"428, 429","Myanmar (Burma)","Government of Myanmar (Burma)","144","","God's Army, KNU","181, 180","",1,"Karen",2000,114,112,114,3,"Thailand, Myanmar (Burma)","775","","","","775","775, 800","3","23,1",221,2000
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2001,36,36,36,3,"Thailand, Myanmar (Burma)","775","","","","775","775, 800","3","23,1",221,2001
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2002,110,108,121,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2002
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2003,38,38,44,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2003
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2004,27,25,28,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2004
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2005,42,38,46,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2005
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2006,104,79,105,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2006
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2007,104,104,106,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2007
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2008,33,33,36,3,"Thailand, Myanmar (Burma)","775","","","","775","775, 800","3","23,1",221,2008
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2009,63,43,79,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2009
221,"428, 430","Myanmar (Burma)","Government of Myanmar (Burma)","144","","DKBA 5, KNU","1107, 180","",1,"Karen",2010,121,106,125,3,"Thailand, Myanmar (Burma)","775","","","","775","775, 800","3","23,1",221,2010
221,"428, 430","Myanmar (Burma)","Government of Myanmar (Burma)","144","","DKBA 5, KNU","1107, 180","",1,"Karen",2011,334,318,1467,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2011
221,"430","Myanmar (Burma)","Government of Myanmar (Burma)","144","","DKBA 5","1107","",1,"Karen",2013,41,41,41,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2013
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2021,78,72,911,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2021
221,"428","Myanmar (Burma)","Government of Myanmar (Burma)","144","","KNU","180","",1,"Karen",2022,241,239,2148,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",221,2022
222,"14273","Myanmar (Burma)","Government of Myanmar (Burma)","144","","PSLF","5965","",2,"",2017,46,46,46,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",222,2017
222,"14273","Myanmar (Burma)","Government of Myanmar (Burma)","144","","PSLF","5965","",2,"",2018,46,34,77,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",222,2018
222,"14273","Myanmar (Burma)","Government of Myanmar (Burma)","144","","PSLF","5965","",2,"",2019,49,36,91,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",222,2019
222,"16759","Myanmar (Burma)","Government of Myanmar (Burma)","144","","NUG","8060","",2,"",2021,684,595,3291,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",222,2021
222,"16759, 14273","Myanmar (Burma)","Government of Myanmar (Burma)","144","","PSLF, NUG","8060, 5965","",2,"",2022,1313,1156,6342,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",222,2022
222,"434","Myanmar (Burma)","Government of Myanmar (Burma)","144","","ABSDF","185","",2,"",1990,25,25,25,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",222,1990
222,"434","Myanmar (Burma)","Government of Myanmar (Burma)","144","","ABSDF","185","",2,"",1991,25,25,25,3,"Myanmar (Burma)","775","","","","775","775","3","23,1",222,1991
